,Ticker,Company Name,Industry,kpi name,KPI Category,Unit Type,kpi output type,kpi tags,kpi source,kpi calc type,kpi formula,var a type,var a name,var b type,var a type
30,BBWI,Bath & Body Works Inc,Apparel Retailers,Partner Operated Stores - International,Partner Operated Stores,stores,$,"stores,  international, bbwi, bath & body works , apparel retailers",EventVester,,,,,,
31,BBWI,Bath & Body Works Inc,Apparel Retailers,Partner Operated Stores - International- Travel Retail,Partner Operated Stores,stores,$,"stores,  international,  travel_retail, bbwi, bath & body works , apparel retailers",EventVester,,,,,,
32,BBWI,Bath & Body Works Inc,Apparel Retailers,Partner operated stores,Partner operated stores,stores,$,"stores,  partner_operated,  stores, bbwi, bath & body works , apparel retailers",EventVester,,,,,,
33,BBWI,Bath & Body Works Inc,Apparel Retailers,Segment Revenue - Bath & Body Works Direct,Segment Revenue,$,$,"segment,  revenue,  bath,  body_works_direct, bbwi, bath & body works , apparel retailers",EventVester,,,,,,
34,BBWI,Bath & Body Works Inc,Apparel Retailers,Segment Revenue - Bath & Body Works International,Segment Revenue,$,$,"segment,  revenue,  bath,  body_works_international, bbwi, bath & body works , apparel retailers",EventVester,,,,,,
35,BBWI,Bath & Body Works Inc,Apparel Retailers,Segment Revenue - Bath & Body Works Stores - U.S. and Canada,Segment Revenue,$,$,"segment,  revenue,  bath,  body_works,  stores,  us,  canada, bbwi, bath & body works , apparel retailers",EventVester,,,,,,
36,BBWI,Bath & Body Works Inc,Apparel Retailers,Segment Revenue - Victoria's Secret Direct,Segment Revenue,$,$,"segment,  revenue,  victorias_secret_direct, bbwi, bath & body works , apparel retailers",EventVester,,,,,,
37,BBWI,Bath & Body Works Inc,Apparel Retailers,Segment Revenue - Victoria's Secret International,Segment Revenue,$,$,"segment,  revenue,  victorias_secret_international, bbwi, bath & body works , apparel retailers",EventVester,,,,,,
38,BBWI,Bath & Body Works Inc,Apparel Retailers,Segment Revenue - Victoria's Secret Stores - U.S. and Canada,Segment Revenue,$,$,"segment,  revenue,  victorias_secret,  stores,  us,  canada, bbwi, bath & body works , apparel retailers",EventVester,,,,,,
39,BBWI,Bath & Body Works Inc,Apparel Retailers,Store Closures - Company-Operated Stores ,Store Closures,stores,$,"store_closures,  company_operated,  stores, bbwi, bath & body works , apparel retailers",EventVester,,,,,,
40,BBWI,Bath & Body Works Inc,Apparel Retailers,Store Closures - Partner-Operated Stores,Store Closures,stores,$,"store_closures,  partner_operated,  stores, bbwi, bath & body works , apparel retailers",EventVester,,,,,,
41,CHS,"Chico's FAS, Inc.",Apparel Retailers,Sales - Comparable Sales,Sales,%,%,"sales,  comparable_sales, chs, chico's fas, apparel retailers",EventVester,,,,,,
42,CHS,"Chico's FAS, Inc.",Apparel Retailers,Segment Revenue - Chico's Revenue,Segment Revenue,$,$,"segment,  revenue,  chicos,  revenue, chs, chico's fas, apparel retailers",EventVester,,,,,,
43,CHS,"Chico's FAS, Inc.",Apparel Retailers,Segment Revenue - Soma Revenue,Segment Revenue,$,$,"segment,  revenue,  soma,  revenue, chs, chico's fas, apparel retailers",EventVester,,,,,,
44,CHS,"Chico's FAS, Inc.",Apparel Retailers,Segment Revenue - White House Black Market Revenue,Segment Revenue,$,$,"segment,  revenue,  white_house_black_market,  revenue, chs, chico's fas, apparel retailers",EventVester,,,,,,
45,CHS,"Chico's FAS, Inc.",Apparel Retailers,Selling Square Footage - Net Selling Square Footage (SSF),Selling Square Footage,sqf,#,"selling,  square_footage,  net_selling,  square_footage,  (ssf), chs, chico's fas, apparel retailers",EventVester,,,,,,
46,CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - Franchised Stores,Stores,stores,$,"stores,  franchised_stores, chs, chico's fas, apparel retailers",EventVester,,,,,,
47,CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - Total Stores,Stores,stores,$,"stores,  total,  stores, chs, chico's fas, apparel retailers",EventVester,,,,,,
48,CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - Chico's Frontline Boutiques ,Stores,stores,$,"stores,  chicos_frontline_boutiques, chs, chico's fas, apparel retailers",EventVester,,,,,,
49,CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - Chico's Outlets ,Stores,stores,$,"stores,  chicos_outlets, chs, chico's fas, apparel retailers",EventVester,,,,,,
50,CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - Soma Frontline Boutiques ,Stores,stores,$,"stores,  soma_frontline_boutiques, chs, chico's fas, apparel retailers",EventVester,,,,,,
51,CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - Soma Outlets ,Stores,stores,$,"stores,  soma_outlets, chs, chico's fas, apparel retailers",EventVester,,,,,,
52,CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - WHBM Frontline Boutiques ,Stores,stores,$,"stores,  whbm_frontline_boutiques, chs, chico's fas, apparel retailers",EventVester,,,,,,
53,CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - WHBM Outlets ,Stores,stores,$,"stores,  whbm_outlets, chs, chico's fas, apparel retailers",EventVester,,,,,,
54,CHS,"Chico's FAS, Inc.",Apparel Retailers,Stores - Store Closures,Stores,stores,$,"stores,  store_closures, chs, chico's fas, apparel retailers",EventVester,,,,,,
55,CRI,Carter's Inc.,Apparel Retailers,Geographic Net Sales - International,Geographic Net Sales,$,$,"geographic,  net_sales,  international, cri, carter's , apparel retailers",EventVester,,,,,,
56,CRI,Carter's Inc.,Apparel Retailers,Geographic Net Sales - U.S. Retail,Geographic Net Sales,$,$,"geographic,  net_sales,  us_retail, cri, carter's , apparel retailers",EventVester,,,,,,
57,CRI,Carter's Inc.,Apparel Retailers,Geographic Net Sales - U.S. Wholesale,Geographic Net Sales,$,$,"geographic,  net_sales,  us_wholesale, cri, carter's , apparel retailers",EventVester,,,,,,
58,CRI,Carter's Inc.,Apparel Retailers,Revenue by Source - Direct-to-consumer,Revenue by Source,$,$,"revenue,  source,  direct,  consumer, cri, carter's , apparel retailers",EventVester,,,,,,
59,CRI,Carter's Inc.,Apparel Retailers,Revenue by Source - Wholesale channel,Revenue by Source,$,$,"revenue,  source,  wholesale_channel, cri, carter's , apparel retailers",EventVester,,,,,,
60,CURV,Torrid Holdings Inc,Apparel Retailers,Revenue by Product Category - Apparel Net Sales,Revenue by Product Category,$,$,"revenue,  apparel,  net_sales, curv, torrid holdings , apparel retailers",EventVester,,,,,,
61,CURV,Torrid Holdings Inc,Apparel Retailers,Revenue by Product Category - Non-Apparel Net Sales,Revenue by Product Category,$,$,"revenue,  non_apparel,  net_sales, curv, torrid holdings , apparel retailers",EventVester,,,,,,
62,DLTH,Duluth Holdings Inc,Apparel Retailers,Segment Revenue - Direct-to-consumer,Segment Revenue,$,$,"segment,  revenue,  direct,  consumer, dlth, duluth holdings , apparel retailers",EventVester,,,,,,
63,DLTH,Duluth Holdings Inc,Apparel Retailers,Segment Revenue - Stores,Segment Revenue,$,$,"segment,  revenue,  stores, dlth, duluth holdings , apparel retailers",EventVester,,,,,,
64,EXPR,"EXPRESS, INC.",Apparel Retailers,No. of Company-Operated Stores - Closed,No. of Company-Operated Stores,stores,#,"closed, expr, express, apparel retailers",EventVester,,,,,,
65,EXPR,"EXPRESS, INC.",Apparel Retailers,No. of Company-Operated Stores - Express Edit Concept Stores,No. of Company-Operated Stores,stores,#,"express_edit_concept,  stores, expr, express, apparel retailers",EventVester,,,,,,
66,EXPR,"EXPRESS, INC.",Apparel Retailers,No. of Company-Operated Stores - Opened,No. of Company-Operated Stores,stores,#,"opened, expr, express, apparel retailers",EventVester,,,,,,
67,EXPR,"EXPRESS, INC.",Apparel Retailers,No. of Company-Operated Stores - Outlet Stores,No. of Company-Operated Stores,stores,#,"outlet_stores, expr, express, apparel retailers",EventVester,,,,,,
68,EXPR,"EXPRESS, INC.",Apparel Retailers,No. of Company-Operated Stores - Retail Stores,No. of Company-Operated Stores,stores,#,"retail,  stores, expr, express, apparel retailers",EventVester,,,,,,
69,EXPR,"EXPRESS, INC.",Apparel Retailers,No. of Company-Operated Stores - Store Count,No. of Company-Operated Stores,stores,#,"store,  count, expr, express, apparel retailers",EventVester,,,,,,
70,EXPR,"EXPRESS, INC.",Apparel Retailers,No. of Company-Operated Stores - UpWest Stores,No. of Company-Operated Stores,stores,#,"upwest,  stores, expr, express, apparel retailers",EventVester,,,,,,
71,EXPR,"EXPRESS, INC.",Apparel Retailers,Segment Revenue by Channel - Other Channel revenue,Segment Revenue by Channel,$,$,"segment,  revenue,  channel,  other_channel,  revenue, expr, express, apparel retailers",EventVester,,,,,,
72,EXPR,"EXPRESS, INC.",Apparel Retailers,Segment Revenue by Channel - Outlet Revenue,Segment Revenue by Channel,$,$,"segment,  revenue,  channel,  outlet,  revenue, expr, express, apparel retailers",EventVester,,,,,,
73,EXPR,"EXPRESS, INC.",Apparel Retailers,Segment Revenue by Channel - Retail Revenue,Segment Revenue by Channel,$,$,"segment,  revenue,  channel,  retail,  revenue, expr, express, apparel retailers",EventVester,,,,,,
74,EXPR,"EXPRESS, INC.",Apparel Retailers,Segment Revenue by Product - Accessories and other Revenue,Segment Revenue by Product,$,$,"segment,  revenue,  product,  accessories,  other,  revenue, expr, express, apparel retailers",EventVester,,,,,,
75,EXPR,"EXPRESS, INC.",Apparel Retailers,Segment Revenue by Product - Apparel Revenue,Segment Revenue by Product,$,$,"segment,  revenue,  product,  apparel,  revenue, expr, express, apparel retailers",EventVester,,,,,,
76,EXPR,"EXPRESS, INC.",Apparel Retailers,Segment Revenue by Product - Other Product revenue,Segment Revenue by Product,$,$,"segment,  revenue,  product,  other_product,  revenue, expr, express, apparel retailers",EventVester,,,,,,
77,GCO,GENESCO INC,Apparel Retailers,Segment Revenue - Corporate and Other Revenue,Segment Revenue,$,$,"segment,  revenue,  corporate,  other,  revenue, gco, genesco , apparel retailers",EventVester,,,,,,
78,GCO,GENESCO INC,Apparel Retailers,Segment Revenue - Johnston & Murphy Group Revenue,Segment Revenue,$,$,"segment,  revenue,  johnston,  murphy,  revenue, gco, genesco , apparel retailers",EventVester,,,,,,
79,GCO,GENESCO INC,Apparel Retailers,Segment Revenue - Journeys Group Revenue,Segment Revenue,$,$,"segment,  revenue,  journeys,  revenue, gco, genesco , apparel retailers",EventVester,,,,,,
80,GCO,GENESCO INC,Apparel Retailers,Segment Revenue - Licensed Brands Revenue,Segment Revenue,$,$,"segment,  revenue,  licensed_br,  s,  revenue, gco, genesco , apparel retailers",EventVester,,,,,,
81,GCO,GENESCO INC,Apparel Retailers,Segment Revenue - Schuh Group Revenue,Segment Revenue,$,$,"segment,  revenue,  schuh,  group_revenue, gco, genesco , apparel retailers",EventVester,,,,,,
82,GCO,GENESCO INC,Apparel Retailers,Stores - Store Closed,Stores,stores,$,"stores,  stores,  closed, gco, genesco , apparel retailers",EventVester,,,,,,
83,GCO,GENESCO INC,Apparel Retailers,Stores - Total Stores,Stores,stores,$,"stores,  total,  stores, gco, genesco , apparel retailers",EventVester,,,,,,
84,GES,GUESS INC,Apparel Retailers,Revenue by Geographic area - Canada,Revenue by Geographic area,$,$,"revenue,  geographic_area,  canada, ges, guess , apparel retailers",EventVester,,,,,,
85,GES,GUESS INC,Apparel Retailers,Revenue by Geographic area - Germany,Revenue by Geographic area,$,$,"revenue,  geographic_area,  germany, ges, guess , apparel retailers",EventVester,,,,,,
86,GES,GUESS INC,Apparel Retailers,Revenue by Geographic area - Italy,Revenue by Geographic area,$,$,"revenue,  geographic_area,  italy, ges, guess , apparel retailers",EventVester,,,,,,
87,GES,GUESS INC,Apparel Retailers,Revenue by Geographic area - Other foreign countries,Revenue by Geographic area,$,$,"revenue,  geographic_area,  other_foreign_countries, ges, guess , apparel retailers",EventVester,,,,,,
88,GES,GUESS INC,Apparel Retailers,Revenue by Geographic area - South Korea,Revenue by Geographic area,$,$,"revenue,  geographic_area,  south_korea, ges, guess , apparel retailers",EventVester,,,,,,
89,GES,GUESS INC,Apparel Retailers,Revenue by Geographic area - Spain,Revenue by Geographic area,$,$,"revenue,  geographic_area,  spain, ges, guess , apparel retailers",EventVester,,,,,,
90,GES,GUESS INC,Apparel Retailers,Revenue by Geographic area - U.S.,Revenue by Geographic area,$,$,"revenue,  geographic_area,  us, ges, guess , apparel retailers",EventVester,,,,,,
91,GES,GUESS INC,Apparel Retailers,Revenue by Product - Net royalties ,Revenue by Product,$,$,"revenue,  product,  net_royalties, ges, guess , apparel retailers",EventVester,,,,,,
92,GES,GUESS INC,Apparel Retailers,Revenue by Product - Product sales,Revenue by Product,$,$,"revenue,  product,  product_sales, ges, guess , apparel retailers",EventVester,,,,,,
93,GES,GUESS INC,Apparel Retailers,Segment Revenue - Americas Retail,Segment Revenue,$,$,"segment,  revenue,  americas_retail, ges, guess , apparel retailers",EventVester,,,,,,
94,GES,GUESS INC,Apparel Retailers,Segment Revenue - Americas Retail comp sales,Segment Revenue,% decrease yoy,%,"segment,  revenue,  americas_retail,  comp_sales, ges, guess , apparel retailers",EventVester,,,,,,
95,GES,GUESS INC,Apparel Retailers,Segment Revenue - Americas Retail comp sales,Segment Revenue,% increase yoy,%,"segment,  revenue,  americas_retail,  comp_sales, ges, guess , apparel retailers",EventVester,,,,,,
96,GES,GUESS INC,Apparel Retailers,Segment Revenue - Americas Wholesale,Segment Revenue,$,$,"segment,  revenue,  americas,  wholesale, ges, guess , apparel retailers",EventVester,,,,,,
97,GES,GUESS INC,Apparel Retailers,Segment Revenue - Americas Wholesale,Segment Revenue,% increase yoy,%,"segment,  revenue,  americas,  wholesale, ges, guess , apparel retailers",EventVester,,,,,,
98,GES,GUESS INC,Apparel Retailers,Segment Revenue - Asia,Segment Revenue,$,$,"segment,  revenue,  asia, ges, guess , apparel retailers",EventVester,,,,,,
99,GES,GUESS INC,Apparel Retailers,Segment Revenue - Asia Retail comp sales,Segment Revenue,% decrease yoy,%,"segment,  revenue,  asia,  retail,  comp_sales, ges, guess , apparel retailers",EventVester,,,,,,
100,GES,GUESS INC,Apparel Retailers,Segment Revenue - Asia Retail comp sales,Segment Revenue,% increase yoy,%,"segment,  revenue,  asia,  retail,  comp_sales, ges, guess , apparel retailers",EventVester,,,,,,
101,GES,GUESS INC,Apparel Retailers,Segment Revenue - Europe,Segment Revenue,$,$,"segment,  revenue,  europe, ges, guess , apparel retailers",EventVester,,,,,,
102,GES,GUESS INC,Apparel Retailers,Segment Revenue - Europe Retail comp sales,Segment Revenue,% decrease yoy,%,"segment,  revenue,  europe_retail,  comp_sales, ges, guess , apparel retailers",EventVester,,,,,,
103,GES,GUESS INC,Apparel Retailers,Segment Revenue - Europe Retail comp sales,Segment Revenue,% increase yoy,%,"segment,  revenue,  europe_retail,  comp_sales, ges, guess , apparel retailers",EventVester,,,,,,
104,GES,GUESS INC,Apparel Retailers,Segment Revenue - Licensing,Segment Revenue,$,$,"segment,  revenue,  licensing, ges, guess , apparel retailers",EventVester,,,,,,
105,GES,GUESS INC,Apparel Retailers,Segment Revenue - Licensing,Segment Revenue,% increase yoy,%,"segment,  revenue,  licensing, ges, guess , apparel retailers",EventVester,,,,,,
106,GPS,"THE GAP, INC.",Apparel Retailers,Sales by Brand - Athleta Sales,Sales by Brand,$,$,"sales,  athleta,  sales, gps, the gap, apparel retailers",EventVester,,,,,,
107,GPS,"THE GAP, INC.",Apparel Retailers,Sales by Brand - Banana Republic Global Sales,Sales by Brand,$,$,"sales,  banana_republic,  global_sales, gps, the gap, apparel retailers",EventVester,,,,,,
108,GPS,"THE GAP, INC.",Apparel Retailers,Sales by Brand - Gap Global,Sales by Brand,$,$,"sales,  gap_global, gps, the gap, apparel retailers",EventVester,,,,,,
109,GPS,"THE GAP, INC.",Apparel Retailers,Sales by Brand - Gap Global Sales,Sales by Brand,$,$,"sales,  gap,  global_sales, gps, the gap, apparel retailers",EventVester,,,,,,
110,GPS,"THE GAP, INC.",Apparel Retailers,Sales by Brand - Old Navy Global,Sales by Brand,$,$,"sales,  old_navy_global, gps, the gap, apparel retailers",EventVester,,,,,,
111,GPS,"THE GAP, INC.",Apparel Retailers,Sales by Brand - Old Navy Global Sales,Sales by Brand,$,$,"sales,  old_navy,  global_sales, gps, the gap, apparel retailers",EventVester,,,,,,
112,GPS,"THE GAP, INC.",Apparel Retailers,Sales by Brand - Other Sales,Sales by Brand,$,$,"sales,  other_sales, gps, the gap, apparel retailers",EventVester,,,,,,
113,GPS,"THE GAP, INC.",Apparel Retailers,Sales by Brand - Total net sales,Sales by Brand,$,$,"sales,  total,  net_sales, gps, the gap, apparel retailers",EventVester,,,,,,
114,GPS,"THE GAP, INC.",Apparel Retailers,Sales by Geographic Region - Asia Sales,Sales by Geographic Region,$,$,"sales,  asia_sales, gps, the gap, apparel retailers",EventVester,,,,,,
115,GPS,"THE GAP, INC.",Apparel Retailers,Sales by Geographic Region - Canada Sales,Sales by Geographic Region,$,$,"sales,  canada_sales, gps, the gap, apparel retailers",EventVester,,,,,,
116,GPS,"THE GAP, INC.",Apparel Retailers,Sales by Geographic Region - Europe Sales,Sales by Geographic Region,$,$,"sales,  europe_sales, gps, the gap, apparel retailers",EventVester,,,,,,
117,GPS,"THE GAP, INC.",Apparel Retailers,Sales by Geographic Region - Other Regions Sales,Sales by Geographic Region,$,$,"sales,  other_regions_sales, gps, the gap, apparel retailers",EventVester,,,,,,
118,GPS,"THE GAP, INC.",Apparel Retailers,Sales by Geographic Region - Total net sales,Sales by Geographic Region,$,$,"sales,  total,  net_sales, gps, the gap, apparel retailers",EventVester,,,,,,
119,GPS,"THE GAP, INC.",Apparel Retailers,Sales by Geographic Region - total sales ,Sales by Geographic Region,$,$,"sales,  total_sales, gps, the gap, apparel retailers",EventVester,,,,,,
120,GPS,"THE GAP, INC.",Apparel Retailers,Sales by Geographic Region - U.S. Sales,Sales by Geographic Region,$,$,"sales,  us_sales, gps, the gap, apparel retailers",EventVester,,,,,,
121,GPS,"THE GAP, INC.",Apparel Retailers,Segment Sales - Online sales,Segment Sales,$,$,"segment_sales,  online_sales, gps, the gap, apparel retailers",EventVester,,,,,,
122,GPS,"THE GAP, INC.",Apparel Retailers,Segment Sales - Store sales,Segment Sales,$,$,"segment_sales,  storesales, gps, the gap, apparel retailers",EventVester,,,,,,
123,GPS,"THE GAP, INC.",Apparel Retailers,Segment Sales - Total net sales,Segment Sales,$,$,"segment_sales,  total,  net_sales, gps, the gap, apparel retailers",EventVester,,,,,,
124,JWN,"NORDSTROM, INC.",Apparel Retailers,Revenues by Category - Credit card revenues,Revenues by Category,$,$,"revenues,  category,  credit_card,  revenues, jwn, nordstrom, apparel retailers",EventVester,,,,,,
125,JWN,"NORDSTROM, INC.",Apparel Retailers,Sales - Anniversary Event Sales,Sales,%,%,"sales,  anniversary_event_sales, jwn, nordstrom, apparel retailers",EventVester,,,,,,
126,JWN,"NORDSTROM, INC.",Apparel Retailers,Sales - Digital Sales,Sales,%,%,"sales,  digital_sales, jwn, nordstrom, apparel retailers",EventVester,,,,,,
127,JWN,"NORDSTROM, INC.",Apparel Retailers,Segment Revenue - Nordstrom Rack Sales,Segment Revenue,$,$,"segment,  revenue,  nordstrom_rack_sales, jwn, nordstrom, apparel retailers",EventVester,,,,,,
128,JWN,"NORDSTROM, INC.",Apparel Retailers,Segment Revenue - Nordstrom Sales,Segment Revenue,$,$,"segment,  revenue,  nordstrom_sales, jwn, nordstrom, apparel retailers",EventVester,,,,,,
129,LEVI,Levi Strauss & Co.,Apparel Retailers,Geographic revenues - Americas,Geographic revenues,$,$,"geographic,  revenues,  americas, levi, levi strauss & co., apparel retailers",EventVester,,,,,,
130,LEVI,Levi Strauss & Co.,Apparel Retailers,Geographic revenues - Asia,Geographic revenues,$,$,"geographic,  revenues,  asia, levi, levi strauss & co., apparel retailers",EventVester,,,,,,
131,LEVI,Levi Strauss & Co.,Apparel Retailers,Geographic revenues - Europe,Geographic revenues,$,$,"geographic,  revenues,  europe, levi, levi strauss & co., apparel retailers",EventVester,,,,,,
132,LEVI,Levi Strauss & Co.,Apparel Retailers,Segment Revenue by Channel - Direct-to-consumer from Americas,Segment Revenue by Channel,$,$,"segment,  revenue,  channel,  direct,  consumer,  americas, levi, levi strauss & co., apparel retailers",EventVester,,,,,,
133,LEVI,Levi Strauss & Co.,Apparel Retailers,Segment Revenue by Channel - Direct-to-consumer from Asia,Segment Revenue by Channel,$,$,"segment,  revenue,  channel,  direct,  consumer,  asia, levi, levi strauss & co., apparel retailers",EventVester,,,,,,
134,LEVI,Levi Strauss & Co.,Apparel Retailers,Segment Revenue by Channel - Direct-to-consumer from Europe,Segment Revenue by Channel,$,$,"segment,  revenue,  channel,  direct,  consumer,  europe, levi, levi strauss & co., apparel retailers",EventVester,,,,,,
135,LEVI,Levi Strauss & Co.,Apparel Retailers,Segment Revenue by Channel - Wholesale revenue from Americas,Segment Revenue by Channel,$,$,"segment,  revenue,  channel,  wholesale,  revenue,  americas, levi, levi strauss & co., apparel retailers",EventVester,,,,,,
136,LEVI,Levi Strauss & Co.,Apparel Retailers,Segment Revenue by Channel - Wholesale revenue from Asia,Segment Revenue by Channel,$,$,"segment,  revenue,  channel,  wholesale,  revenue,  asia, levi, levi strauss & co., apparel retailers",EventVester,,,,,,
